FID,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,SHAPE_AREA,SHAPE_LEN,POSITIVI,DECEDUTI,TOTALE,Shape__Area,Shape__Length
392,415,03015142,MELZO,MILANO,MI,LOMBARDIA,9677774.14447099,18965.9041962781,45,7,52,19711233.111816,27066.199001
393,416,03097054,MONTICELLO BRIANZA,LECCO,LC,LOMBARDIA,4635551.90653152,20269.0132028865,13,0,13,9513689.032715,29043.25311
394,417,03016167,POGNANO,BERGAMO,BG,LOMBARDIA,3268946.47122835,10345.5348590738,9,2,11,6677929.96582,14785.739037
395,418,03016200,SOLTO COLLINA,BERGAMO,BG,LOMBARDIA,11873927.5448084,20925.4981149693,9,5,14,24428044.678223,30011.842792
396,419,03018138,SANNAZZARO DE` BURGONDI,PAVIA,PV,LOMBARDIA,23282815.541867,38253.7315205589,15,5,20,46760662.374023,54216.66076
397,420,03017170,SALO`,BRESCIA,BS,LOMBARDIA,25996367.6538835,37245.1609154798,45,7,52,53135634.108398,53224.52667
398,422,03014015,CASTIONE ANDEVENNO,SONDRIO,SO,LOMBARDIA,17171600.6713459,20930.4234684494,3,1,4,35839304.37207,30247.881166
399,423,03018174,VERRETTO,PAVIA,PV,LOMBARDIA,2738430.606655,8411.27761911138,1,2,3,5489161.384277,11911.468199
400,424,03108006,BELLUSCO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,6595840.81790645,20711.8526809319,23,11,34,13489859.400391,29618.949686
401,425,03018166,VAL DI NIZZA,PAVIA,PV,LOMBARDIA,29530577.945752,29352.4656292956,1,0,1,58849134.473633,41438.898557
402,426,03013238,VENIANO,COMO,CO,LOMBARDIA,3120137.19202791,10476.7051443575,2,0,2,6404632.756348,15006.356819
403,427,03017027,BRAONE,BRESCIA,BS,LOMBARDIA,13418946.5447147,23751.5435457435,4,1,5,27789834.00293,34171.187047
404,428,03016047,CALVENZANO,BERGAMO,BG,LOMBARDIA,6598661.565797,11045.7252608045,24,11,35,13435211.013184,15764.768415
405,429,03013129,LIPOMO,COMO,CO,LOMBARDIA,2335411.03596357,8388.18128373648,10,3,13,4806376.727051,12035.42553
406,430,03016023,BERBENNO,BERGAMO,BG,LOMBARDIA,6180642.70662951,11439.8193796519,12,2,14,12726449.28418,16415.989638
407,432,03012130,UBOLDO,VARESE,VA,LOMBARDIA,10703121.2326536,16736.7816355144,9,0,9,21886332.453613,23932.542239
408,433,03017059,COLOGNE,BRESCIA,BS,LOMBARDIA,13888247.5770705,20312.9646150637,37,8,45,28363000.40625,29024.64742
409,434,03013006,ALSERIO,COMO,CO,LOMBARDIA,1449329.34659118,5547.39727227271,1,0,1,2981586.616211,7960.466588
410,435,03017165,RONCADELLE,BRESCIA,BS,LOMBARDIA,9220138.3628705,18426.513261491,55,12,67,18800404.796875,26309.223433
411,436,03108014,CAMPARADA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,1623807.901379,7737.51661763717,2,0,2,3325698.736816,11075.355376
412,437,03013106,GARZENO,COMO,CO,LOMBARDIA,28876698.5718662,31115.2660652901,4,0,4,60153723.757324,44898.010459
413,438,03018052,CONFIENZA,PAVIA,PV,LOMBARDIA,26714021.849865,32179.9880501185,3,1,4,54097657.279297,45792.979857
414,440,03013101,FIGINO SERENZA,COMO,CO,LOMBARDIA,5031492.2905851,13196.6168869064,4,2,6,10326426.787109,18908.016381
415,441,03016137,MONASTEROLO DEL CASTELLO,BERGAMO,BG,LOMBARDIA,8539274.83242202,15464.0814353273,5,1,6,17551680.716309,22165.513889
416,442,03098047,SAN FIORANO,LODI,LO,LOMBARDIA,8971542.6711205,16034.5246050952,19,7,26,18040074.436035,22738.898124
417,444,03020039,PEGOGNAGA,MANTOVA,MN,LOMBARDIA,46684540.920361,41166.1650884065,32,6,38,93387883.240234,58230.855515
418,446,03097023,COLICO,LECCO,LC,LOMBARDIA,33116822.1457762,31566.8426011585,15,0,15,68978111.832031,45552.38398
419,447,03098017,CAVENAGO D`ADDA,LODI,LO,LOMBARDIA,16054346.150263,43954.6576525832,12,2,14,32449042.560547,62478.524308
420,448,03014027,DUBINO,SONDRIO,SO,LOMBARDIA,13356795.3306931,17477.4918828042,5,0,5,27861314.09375,25250.382034
421,449,03012110,ORINO,VARESE,VA,LOMBARDIA,3930472.63318898,8691.88491658255,1,0,1,8114790.535645,12483.780056
422,450,03108032,MISINTO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,5299574.579209,12375.2958685456,8,1,9,10855673.555176,17699.844542
423,451,03019066,PALAZZO PIGNANO,CREMONA,CR,LOMBARDIA,8891912.41199951,19283.2703653913,15,1,16,18047502.065918,27482.05362
424,452,03014070,TRESIVIO,SONDRIO,SO,LOMBARDIA,15111797.9670929,21815.5752465733,3,1,4,31555409.0625,31541.734372
425,453,03019100,SPINADESCO,CREMONA,CR,LOMBARDIA,17404461.1713755,23666.0143621357,18,1,19,34992942.975098,33565.574182
426,455,03016007,ALMENNO SAN SALVATORE,BERGAMO,BG,LOMBARDIA,4784716.72848789,11520.7493480194,27,4,31,9833154.453125,16517.654806
427,468,03012009,BARDELLO,VARESE,VA,LOMBARDIA,2150710.27016241,7665.18735063359,1,0,1,4433115.031738,11005.010924
428,469,03018186,ZEME,PAVIA,PV,LOMBARDIA,24963609.676381,27367.3177182042,3,1,4,50304365.574219,38842.420142
429,470,03013107,GERA LARIO,COMO,CO,LOMBARDIA,7993460.62585214,23688.1194225767,2,0,2,16669159.896973,34208.662411
430,471,03013015,BARNI,COMO,CO,LOMBARDIA,5756626.01156184,10362.2348097451,1,0,1,11896410.041504,14896.273382
431,472,03013152,MOLTRASIO,COMO,CO,LOMBARDIA,9169333.14247633,18051.8772297838,1,0,1,18925529.937012,25943.334974
432,473,03017057,COLLEBEATO,BRESCIA,BS,LOMBARDIA,5359360.8177928,10517.2550150065,23,5,28,10947098.863281,15036.246751
433,536,03017011,BARBARIGA,BRESCIA,BS,LOMBARDIA,11372317.0779535,19095.6585788337,28,11,39,23085189.966797,27213.169486
434,537,03015016,BELLINZAGO LOMBARDO,MILANO,MI,LOMBARDIA,4536759.561903,11355.678530092,5,2,7,9252263.228027,16214.414861
435,474,03018118,PORTALBERA,PAVIA,PV,LOMBARDIA,4404892.932923,10701.3283830926,5,2,7,8846324.756836,15162.560507
436,475,03019035,CREMA,CREMONA,CR,LOMBARDIA,34593733.8458365,37369.9386686336,333,77,410,70128741.708008,53204.843096
437,476,03012026,BUSTO ARSIZIO,VARESE,VA,LOMBARDIA,30535197.3610625,33364.4283846587,87,7,94,62431972.227051,47712.991677
438,477,03012088,LEGGIUNO,VARESE,VA,LOMBARDIA,15563373.18034,19867.8740705086,5,0,5,32117490.01416,28540.179381
439,478,03018048,CHIGNOLO PO,PAVIA,PV,LOMBARDIA,23396017.5594575,26973.2817353322,13,5,18,47068162.81543,38237.017972
440,479,03108027,LIMBIATE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,12384695.1522514,20481.9850365161,68,3,71,25316999.911621,29278.569657
441,480,03015185,RODANO,MILANO,MI,LOMBARDIA,12902456.054973,26335.3573834193,7,2,9,26255205.174805,37572.976585
442,481,03017143,PISOGNE,BRESCIA,BS,LOMBARDIA,49325835.2465604,35984.9619713518,52,9,61,101517291.11377,51612.903856
443,482,03016104,FORESTO SPARSO,BERGAMO,BG,LOMBARDIA,7890328.26619144,12742.3026124483,13,9,22,16180175.657715,18243.294845
444,484,03018046,CERTOSA DI PAVIA,PAVIA,PV,LOMBARDIA,10753096.114264,24146.2018885906,8,1,9,21712057.321777,34316.649043
445,485,03014044,MONTAGNA IN VALTELLINA,SONDRIO,SO,LOMBARDIA,44782256.0176657,40117.1527873167,6,2,8,93590389.057617,58002.032998
446,486,03017103,MANERBIO,BRESCIA,BS,LOMBARDIA,27753837.0190453,35403.3898408785,111,30,141,56228866.805176,50410.805263
447,487,03015061,CASSINETTA DI LUGAGNANO,MILANO,MI,LOMBARDIA,3340924.23781999,11819.2738665324,6,0,6,6787515.300293,16845.656455
448,488,03016229,VALTORTA,BERGAMO,BG,LOMBARDIA,31342111.1023243,25885.6390254366,0,2,2,64943785.181641,37258.142222
449,489,03012113,PORTO CERESIO,VARESE,VA,LOMBARDIA,5569394.45095695,12734.7496377928,1,0,1,11510326.788574,18315.234368
450,490,03015244,VIZZOLO PREDABISSI,MILANO,MI,LOMBARDIA,5705965.9305165,14250.958073113,20,10,30,11563832.431152,20293.105728
451,491,03097015,CASARGO,LECCO,LC,LOMBARDIA,19912539.0429833,35942.9564938574,1,0,1,41347916.76123,51797.361206
452,493,03018139,SANTA CRISTINA E BISSONE,PAVIA,PV,LOMBARDIA,22093407.2358605,31425.1089298233,11,2,13,44461718.526367,44589.040315
453,494,03016244,ZANDOBBIO,BERGAMO,BG,LOMBARDIA,6524148.61388719,12855.1014790787,16,4,20,13374793.446289,18397.809953
454,492,03017188,TRAVAGLIATO,BRESCIA,BS,LOMBARDIA,17809615.5940577,25472.5708676106,43,5,48,36299007.481934,36367.425377
455,495,03098003,BOFFALORA D`ADDA,LODI,LO,LOMBARDIA,8331020.49283001,18318.0568690284,6,1,7,16885039.897949,26082.059592
456,496,03013201,ROVELLASCA,COMO,CO,LOMBARDIA,3423141.123808,13579.4804085275,6,1,7,7014352.898438,19442.178687
457,497,03015085,CORBETTA,MILANO,MI,LOMBARDIA,18743325.5983295,34919.6758997811,42,7,49,38125239.942871,49812.712286
458,498,03019113,VESCOVATO,CREMONA,CR,LOMBARDIA,17380313.1940925,27469.0536691452,29,6,35,34979728.033203,38968.369764
459,501,03017094,LOSINE,BRESCIA,BS,LOMBARDIA,6333893.75972433,14365.6722290501,2,0,2,13120454.917969,20672.736982
460,502,03012040,CASSANO MAGNAGO,VARESE,VA,LOMBARDIA,12250222.1295884,22452.4891194323,22,3,25,25102060.868164,32157.027222
461,503,03097092,LA VALLETTA BRIANZA,LECCO,LC,LOMBARDIA,8827116.62471069,21581.2626810734,14,3,17,18127562.352051,30926.87415
462,504,03014060,SONDALO,SONDRIO,SO,LOMBARDIA,96004984.5891055,49653.1437697342,9,2,11,201496675.385742,71921.527993
463,505,03098002,BERTONICO,LODI,LO,LOMBARDIA,20242244.8446065,30318.181207968,3,0,3,40861984.380371,43076.51013
464,506,03012073,GAZZADA SCHIANNO,VARESE,VA,LOMBARDIA,4791891.2728723,12306.420415718,5,0,5,9857839.649902,17652.376117
465,507,03018109,PARONA,PAVIA,PV,LOMBARDIA,9327179.8166385,18448.4529681899,8,4,12,18854558.255371,26216.574335
466,508,03015170,PERO,MILANO,MI,LOMBARDIA,5009452.872571,13636.8760284411,29,2,31,10207718.359375,19470.735763
467,509,03014075,VERCEIA,SONDRIO,SO,LOMBARDIA,11172984.7288531,24364.370921916,2,1,3,23331701.245117,35190.261562
468,510,03012070,GALLARATE,VARESE,VA,LOMBARDIA,20975662.3089467,25018.9953423387,40,2,42,42972632.351074,35811.625425
469,511,03098024,CORTE PALASIO,LODI,LO,LOMBARDIA,15626623.4368845,35530.8271360968,10,2,12,31620060.06543,50542.67641
470,512,03098031,LODI,LODI,LO,LOMBARDIA,41419923.275015,42556.0626645024,320,67,387,83818459.130371,60535.760207
471,514,03098018,CERVIGNANO D`ADDA,LODI,LO,LOMBARDIA,4113492.6557825,13540.4201821266,12,5,17,8341032.579102,19284.349765
472,513,03017201,VILLANUOVA SUL CLISI,BRESCIA,BS,LOMBARDIA,9150661.28393131,16530.7221483505,38,6,44,18706457.79541,23632.138988
473,515,03016193,SARNICO,BERGAMO,BG,LOMBARDIA,6431193.01807891,13922.5847593494,26,10,36,13179332.148438,19925.00071
474,516,03017053,CIGOLE,BRESCIA,BS,LOMBARDIA,9972263.0349075,18834.7554178434,17,5,22,20174704.450684,26795.718255
475,518,03013032,BRUNATE,COMO,CO,LOMBARDIA,1937974.7410942,8969.9174892139,5,1,6,3992811.333984,12873.550695
476,519,03019065,PADERNO PONCHIELLI,CREMONA,CR,LOMBARDIA,23941134.9578734,30477.0734744838,14,2,16,48301389.476074,43303.581265
477,520,03017169,SALE MARASINO,BRESCIA,BS,LOMBARDIA,16399594.56976,23023.5086631733,14,3,17,33649377.698242,32976.92964
478,521,03019059,MONTODINE,CREMONA,CR,LOMBARDIA,11854630.655282,22081.8307714804,31,5,36,23956888.913086,31397.311778
479,517,03097034,ERVE,LECCO,LC,LOMBARDIA,6185106.99111383,10956.4922862601,2,0,2,12744288.788086,15725.413572
480,522,03012091,LOZZA,VARESE,VA,LOMBARDIA,1685853.63036512,7436.18155943814,1,0,1,3467656.991211,10665.447532
481,524,03018177,VIGEVANO,PAVIA,PV,LOMBARDIA,82081828.4731352,54958.3332985862,206,45,251,166070552.192383,78155.967045
482,525,03017141,PEZZAZE,BRESCIA,BS,LOMBARDIA,21598294.9213406,27164.3952638555,2,1,3,44424425.193359,38957.298325
483,526,03097059,OLGINATE,LECCO,LC,LOMBARDIA,8037602.88262783,19578.4203326527,26,1,27,16539168.004395,28095.596064
484,527,03097071,ROBBIATE,LECCO,LC,LOMBARDIA,4692748.17621901,14446.7911056393,26,3,29,9621800.33252,20692.88844
485,529,03018078,LANDRIANO,PAVIA,PV,LOMBARDIA,15797675.242372,27082.3170093525,10,4,14,31963916.507324,38521.637612
486,530,03017038,CAPRIOLO,BRESCIA,BS,LOMBARDIA,10803591.5982062,22349.6142499563,61,15,76,22109094.899902,31977.238752
487,531,03018135,SAN GENESIO ED UNITI,PAVIA,PV,LOMBARDIA,9202108.137647,21478.9870420898,6,1,7,18572204.963379,30512.848185
488,532,03017087,LAVENONE,BRESCIA,BS,LOMBARDIA,31889303.868901,30644.8774535298,2,0,2,65549650.618164,43939.590377
489,533,03020007,BOZZOLO,MANTOVA,MN,LOMBARDIA,18839305.1464845,21027.4517850619,15,1,16,37836575.241211,29802.212251
490,534,03020068,VILLIMPENTA,MANTOVA,MN,LOMBARDIA,15021338.1410879,23450.3518312213,1,1,2,30192942.93457,33241.71542
491,535,03017080,GOTTOLENGO,BRESCIA,BS,LOMBARDIA,29079741.3292884,32409.8034259655,31,10,41,58813738.250977,46108.242508
492,538,03018072,GIUSSAGO,PAVIA,PV,LOMBARDIA,24829108.578252,32526.4135370417,8,0,8,50186685.841797,46255.186842
493,580,03014002,ALBOSAGGIA,SONDRIO,SO,LOMBARDIA,34065125.6108237,35749.5181853631,3,0,3,70949084.123535,51610.7447
494,581,03018103,NICORVO,PAVIA,PV,LOMBARDIA,8098284.87443701,17685.5580236322,1,1,2,16370346.864746,25150.638224
495,578,03015167,PANTIGLIATE,MILANO,MI,LOMBARDIA,5707558.118262,11453.9300279472,26,6,32,11601477.491211,16331.610885
496,582,03018130,ROSASCO,PAVIA,PV,LOMBARDIA,19877170.544513,31143.8993958068,1,0,1,40137036.114746,44250.954962
497,583,03098054,SOMAGLIA,LODI,LO,LOMBARDIA,20774249.6510705,36850.28811726,25,4,29,41795286.358398,52278.591808
498,584,03017032,CALCINATO,BRESCIA,BS,LOMBARDIA,33326606.4765937,28366.0420672886,56,6,62,67764081.528809,40442.078053
499,585,03012012,BESNATE,VARESE,VA,LOMBARDIA,7729192.7095996,13699.0072630752,5,1,6,15856593.663574,19622.166954
500,586,03015041,BUSTO GAROLFO,MILANO,MI,LOMBARDIA,12800461.9535525,22079.5312233896,23,0,23,26114752.119141,31531.502001
501,587,03016006,ALMENNO SAN BARTOLOMEO,BERGAMO,BG,LOMBARDIA,10486523.2510344,17318.3811090483,28,3,31,21549400.357422,24826.249357
502,588,03020013,CASTELBELFORTE,MANTOVA,MN,LOMBARDIA,22323575.6185046,29930.3161347341,6,0,6,44998938.32666,42486.649884
503,539,03018091,MEZZANA RABATTONE,PAVIA,PV,LOMBARDIA,6368626.93441199,11705.9305126473,1,0,1,12791718.63916,16594.068637
504,540,03018018,BORGO SAN SIRO,PAVIA,PV,LOMBARDIA,17690660.683811,30304.2530218626,1,1,2,35712341.19043,43053.689526
505,541,03013144,MASLIANICO,COMO,CO,LOMBARDIA,1314749.74394009,5353.95057368611,1,0,1,2711044.644531,7688.423728
506,542,03016154,PAGAZZANO,BERGAMO,BG,LOMBARDIA,5161455.8329225,10691.9790428428,9,2,11,10525690.183106,15271.988431
507,543,03098049,SAN ROCCO AL PORTO,LODI,LO,LOMBARDIA,30594604.8372005,29006.1898476115,34,11,45,61417341.115723,41091.25168
508,544,03020056,SAN GIACOMO DELLE SEGNATE,MANTOVA,MN,LOMBARDIA,16636353.2776387,23465.2161751958,5,0,5,33241638.116699,33166.908703
509,545,03012133,VARESE,VARESE,VA,LOMBARDIA,54657588.2269274,53969.7893126432,65,8,73,112622148.885742,77475.826878
510,546,03017009,BAGNOLO MELLA,BRESCIA,BS,LOMBARDIA,31285428.1520612,28891.4636093537,99,17,116,63537155.147461,41171.702746
511,547,03097039,IMBERSAGO,LECCO,LC,LOMBARDIA,3156107.17541049,9684.59818022347,12,3,15,6475926.789551,13875.431046
512,548,03016122,ISSO,BERGAMO,BG,LOMBARDIA,5082317.8087125,16315.9889264401,1,0,1,10341614.362305,23273.350365
513,549,03017096,LUMEZZANE,BRESCIA,BS,LOMBARDIA,31729556.7111277,25875.2243439173,67,17,84,64956439.967285,37020.045301
514,550,03108046,VEDANO AL LAMBRO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,1979747.5030535,7409.71188191707,30,3,33,4048625.21875,10598.029064
515,551,03015175,PIOLTELLO,MILANO,MI,LOMBARDIA,13175911.7913315,26241.8427249013,120,10,130,26829522.213379,37447.192171
516,552,03012068,FERNO,VARESE,VA,LOMBARDIA,8570801.611177,17157.9015172224,11,1,12,17531793.056152,24528.441295
517,553,03016083,CORTENUOVA,BERGAMO,BG,LOMBARDIA,7224864.96436,15993.2431129352,9,4,13,14732514.144043,22827.776191
518,554,03016206,SPIRANO,BERGAMO,BG,LOMBARDIA,9323143.743245,16340.0468069769,29,7,36,19043816.688477,23359.764354
519,555,03012083,INDUNO OLONA,VARESE,VA,LOMBARDIA,12358715.3478025,20884.7735975522,6,2,8,25494755.506836,30006.024097
520,556,03016188,SAN GIOVANNI BIANCO,BERGAMO,BG,LOMBARDIA,31503004.4711304,31535.2153894938,33,14,47,65041007.039551,45330.634365
521,557,03098021,CORNEGLIANO LAUDENSE,LODI,LO,LOMBARDIA,5663507.56772549,14945.7107182463,17,2,19,11449662.310059,21248.464286
522,558,03016073,CHIUDUNO,BERGAMO,BG,LOMBARDIA,6814760.21409783,12141.8909539006,35,7,42,13953701.756836,17376.185756
523,559,03017149,PONTEVICO,BRESCIA,BS,LOMBARDIA,29238483.0081373,28996.3433723306,59,15,74,59087828.055664,41226.747896
524,560,03015009,ARESE,MILANO,MI,LOMBARDIA,6579359.67806705,21069.0743487268,31,3,34,13425550.464844,30102.881221
525,561,03016211,TAVERNOLA BERGAMASCA,BERGAMO,BG,LOMBARDIA,12981893.4709825,18139.1179794458,12,4,16,26629046.901367,25981.591358
526,562,03015144,MESERO,MILANO,MI,LOMBARDIA,5695968.605875,16716.1244669713,13,0,13,11600556.084961,23854.543291
527,563,03019108,TORRICELLA DEL PIZZO,CREMONA,CR,LOMBARDIA,24119469.3949787,27719.8375389665,2,1,3,48295146.268066,39234.566953
528,565,03019091,SAN MARTINO DEL LAGO,CREMONA,CR,LOMBARDIA,10447384.0114615,16801.9381370489,3,0,3,20963446.067383,23803.504271
529,566,03097090,VIGANO`,LECCO,LC,LOMBARDIA,1610944.12147802,6696.43444122317,8,1,9,3307342.575684,9596.51772
530,567,03014061,SONDRIO,SONDRIO,SO,LOMBARDIA,20382188.1825891,24943.8492373147,56,7,63,42533166.20752,36033.079138
531,568,03012013,BESOZZO,VARESE,VA,LOMBARDIA,14080465.9509712,30952.341402966,4,1,5,29037933.994141,44438.535811
532,569,03014063,TALAMONA,SONDRIO,SO,LOMBARDIA,21188715.9556918,23408.6885810551,12,3,15,44127789.525391,33786.235261
533,570,03013249,GRAVEDONA ED UNITI,COMO,CO,LOMBARDIA,39766582.7009333,69088.3886207864,23,1,24,82917814.663574,99744.894186
534,571,03018173,VELLEZZO BELLINI,PAVIA,PV,LOMBARDIA,7947099.003883,18276.4407288008,17,1,18,16059246.553223,25982.988892
535,572,03019104,TICENGO,CREMONA,CR,LOMBARDIA,8040391.48347399,22427.3064298064,2,2,4,16308106.310059,31956.944189
536,573,03016019,BARBATA,BERGAMO,BG,LOMBARDIA,8074699.92310899,20027.8389177897,2,0,2,16422281.900391,28574.582696
537,574,03015172,PESSANO CON BORNAGO,MILANO,MI,LOMBARDIA,6634359.13967849,16375.8080696263,24,4,28,13537801.073731,23386.218605
538,575,03018075,GRAVELLONA LOMELLINA,PAVIA,PV,LOMBARDIA,20389443.461039,24147.1697461754,13,2,15,41293251.414551,34366.11333
539,577,03015204,SEDRIANO,MILANO,MI,LOMBARDIA,7795626.49167301,19101.3039910393,34,11,45,15872017.606445,27261.588592
540,591,03019072,PIANENGO,CREMONA,CR,LOMBARDIA,5869790.1429095,14796.9277864681,25,3,28,11914868.463867,21081.208988
541,592,03017054,CIMBERGO,BRESCIA,BS,LOMBARDIA,24561265.8936732,27677.6397888671,2,0,2,50956458.582031,39860.555719
542,593,03018153,STRADELLA,PAVIA,PV,LOMBARDIA,18795628.426314,27192.7532615413,44,10,54,37720224.900391,38523.163284
543,594,03014012,CAMPODOLCINO,SONDRIO,SO,LOMBARDIA,48297205.573419,36290.8563846493,2,1,3,101611841.767578,52626.124778
544,595,03017138,SAN PAOLO,BRESCIA,BS,LOMBARDIA,18700093.919782,25558.1838349762,51,9,60,37916962.84082,36393.192672
545,725,03016093,ENDINE GAIANO,BERGAMO,BG,LOMBARDIA,21036874.6089628,25732.8404286063,18,6,24,43281905.270996,36907.524963
546,726,03017137,PAVONE DEL MELLA,BRESCIA,BS,LOMBARDIA,11698263.3473971,18604.3266876347,23,12,35,23658391.896484,26459.530294
547,727,03016058,CASAZZA,BERGAMO,BG,LOMBARDIA,7119037.25892609,12863.2090579972,29,1,30,14626397.942871,18432.282176
548,728,03016021,BARZANA,BERGAMO,BG,LOMBARDIA,2068166.92822464,7424.24646213964,11,1,12,4247183.15918,10643.888385
549,729,03018134,SAN DAMIANO AL COLLE,PAVIA,PV,LOMBARDIA,6392804.84262599,14916.2128668242,4,1,5,12809640.444336,21115.862188
550,730,03017194,VALVESTINO,BRESCIA,BS,LOMBARDIA,31256609.9666663,32527.5299517459,2,0,2,64237991.459473,46628.734633
551,731,03012143,CADREZZATE CON OSMATE,VARESE,VA,LOMBARDIA,8416200.70042216,16047.2088010818,2,1,3,17321111.520508,23022.822996
552,732,03019047,GENIVOLTA,CREMONA,CR,LOMBARDIA,18684419.2041301,31523.2732427765,8,0,8,37839572.405273,44874.010151
553,733,03017197,VESTONE,BRESCIA,BS,LOMBARDIA,12977189.9241637,19379.3577925033,32,2,34,26622961.094727,27753.928232
554,734,03016025,BERZO SAN FERMO,BERGAMO,BG,LOMBARDIA,5873107.10653994,11072.2225137391,12,4,16,12052519.613281,15856.196405
555,736,03018036,CASTANA,PAVIA,PV,LOMBARDIA,5359299.484166,17658.474835787,5,1,6,10735975.241699,24993.598102
556,737,03019022,CASALMORANO,CREMONA,CR,LOMBARDIA,12129976.4024867,21510.0026535621,17,4,21,24521533.996582,30592.545127
557,738,03012089,LONATE CEPPINO,VARESE,VA,LOMBARDIA,4781068.6928704,12416.962057693,10,0,10,9810591.167969,17798.746319
558,596,03018188,ZERBO,PAVIA,PV,LOMBARDIA,6475668.919365,13183.0164047733,0,1,1,13009446.599609,18681.447697
559,597,03020029,MAGNACAVALLO,MANTOVA,MN,LOMBARDIA,28236542.0470307,29524.769560563,3,2,5,56483412.41748,41749.046164
560,598,03014036,LANZADA,SONDRIO,SO,LOMBARDIA,116983523.995199,59299.2485443801,7,1,8,245348599.791992,85870.219834
561,599,03017151,POZZOLENGO,BRESCIA,BS,LOMBARDIA,21327532.9652732,25604.9397461415,12,2,14,43287805.203613,36481.799925
562,600,03017156,PROVAGLIO D`ISEO,BRESCIA,BS,LOMBARDIA,16211494.2091255,23596.2157630139,50,9,59,33171353.254883,33755.768071
563,601,03017072,FLERO,BRESCIA,BS,LOMBARDIA,9869559.30316699,16215.789962517,29,8,37,20085791.966309,23133.931616
564,602,03015105,GARBAGNATE MILANESE,MILANO,MI,LOMBARDIA,8891391.35131498,18690.7941860032,80,9,89,18158965.593262,26704.801502
565,603,03015221,TREZZO SULL`ADDA,MILANO,MI,LOMBARDIA,12966896.824487,24824.463829884,78,23,101,26513667.898926,35504.757318
566,604,03019074,PIEVE D`OLMI,CREMONA,CR,LOMBARDIA,19318111.8251085,29004.3101787235,14,1,15,38765888.169922,41106.155058
567,605,03019084,RIVOLTA D`ADDA,CREMONA,CR,LOMBARDIA,29976010.6538725,31236.3901531902,25,6,31,60970637.012207,44560.397409
568,606,03015224,TRUCCAZZANO,MILANO,MI,LOMBARDIA,22190940.138073,30437.0540220538,10,2,12,45168283.019531,43426.93975
569,607,03016060,CASNIGO,BERGAMO,BG,LOMBARDIA,13149349.4770818,22904.086563224,28,12,40,27092484.460938,32881.949758
570,608,03012030,CANTELLO,VARESE,VA,LOMBARDIA,9171411.09944527,15567.2189614292,6,1,7,18899207.774902,22349.240605
571,609,03020065,SUZZARA,MANTOVA,MN,LOMBARDIA,60884565.0401522,52591.6642350305,32,4,36,121827899.024414,74397.887823
572,610,03018073,GODIASCO SALICE TERME,PAVIA,PV,LOMBARDIA,20596889.705109,29169.9451982953,8,2,10,41069184.33252,41192.01544
573,611,03018045,CERGNAGO,PAVIA,PV,LOMBARDIA,13562069.634629,25616.7735996186,1,0,1,27333746.029785,36367.122536
574,612,03018016,BORGO PRIOLO,PAVIA,PV,LOMBARDIA,28746910.192268,32223.5374597748,4,1,5,57451117.718262,45550.859801
575,615,03019067,PANDINO,CREMONA,CR,LOMBARDIA,22184657.873228,24315.4569478208,66,15,81,45044324.061523,34648.121491
576,616,03014066,TIRANO,SONDRIO,SO,LOMBARDIA,32448834.8941531,27127.0247845168,35,2,37,67785512.244629,39216.947188
577,617,03018004,ALBUZZANO,PAVIA,PV,LOMBARDIA,15420394.4768315,23557.9792335617,29,11,40,31068535.514648,33436.306267
578,618,03108050,VIMERCATE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,20618891.9339613,37459.0841264561,117,12,129,42170477.655273,53571.197607
579,619,03015247,ZIBIDO SAN GIACOMO,MILANO,MI,LOMBARDIA,24585451.921897,37150.7625194223,7,0,7,49846865.44873,52906.615212
580,620,03018161,TORRICELLA VERZATE,PAVIA,PV,LOMBARDIA,3552849.2005205,11430.0834813799,1,0,1,7117075.552734,16184.230092
581,621,03020036,MONZAMBANO,MANTOVA,MN,LOMBARDIA,29900107.9822387,29955.5112044878,8,1,9,60622105.274902,42647.410564
582,622,03018114,PIEVE PORTO MORONE,PAVIA,PV,LOMBARDIA,16236882.5654451,26670.7304905863,27,3,30,32621257.280273,37791.355933
583,624,03019028,CELLA DATI,CREMONA,CR,LOMBARDIA,19174975.2535292,26521.0051353262,2,0,2,38487508.544922,37572.079333
584,625,03015166,PADERNO DUGNANO,MILANO,MI,LOMBARDIA,14108737.1444855,22137.8372185853,118,3,121,28811740.03125,31627.835739
585,626,03016066,CAVERNAGO,BERGAMO,BG,LOMBARDIA,7743276.5027105,13950.7275374722,6,4,10,15838776.967773,19957.739792
586,627,03012076,GERMIGNAGA,VARESE,VA,LOMBARDIA,3879303.86534337,13955.9011520788,2,0,2,8041037.520996,20096.890151
587,628,03019051,GRUMELLO CREMONESE ED UNITI,CREMONA,CR,LOMBARDIA,22286097.4957862,27233.098690538,13,3,16,44919125.761719,38667.796579
