C-KALWOCHE-0,year,week,start_date,end_date
KALW-202031,2020,31,27/07/2020,02/08/2020
KALW-202032,2020,32,03/08/2020,09/08/2020
KALW-202033,2020,33,10/08/2020,16/08/2020
KALW-202034,2020,34,17/08/2020,23/08/2020
KALW-202035,2020,35,24/08/2020,30/08/2020
KALW-202036,2020,36,31/08/2020,06/09/2020
KALW-202037,2020,37,07/09/2020,13/09/2020
KALW-202038,2020,38,14/09/2020,20/09/2020
KALW-202039,2020,39,21/09/2020,27/09/2020
KALW-202040,2020,40,28/09/2020,04/10/2020
KALW-202041,2020,41,05/10/2020,11/10/2020
KALW-202042,2020,42,12/10/2020,18/10/2020
KALW-202043,2020,43,19/10/2020,25/10/2020
KALW-202044,2020,44,26/10/2020,01/11/2020
KALW-202045,2020,45,02/11/2020,08/11/2020
KALW-202046,2020,46,09/11/2020,15/11/2020
KALW-202047,2020,47,16/11/2020,22/11/2020
KALW-202048,2020,48,23/11/2020,29/11/2020
KALW-202049,2020,49,30/11/2020,06/12/2020
KALW-202050,2020,50,07/12/2020,13/12/2020
KALW-202051,2020,51,14/12/2020,20/12/2020
KALW-202052,2020,52,21/12/2020,27/12/2020
KALW-202053,2020,53,28/12/2020,03/01/2021
